Feature,Normal_Mean,Delayed_Mean,Normal_Median,Delayed_Median,Normal_STD,Delayed_STD,Mean_Difference,Relative_Difference,Standardized_Difference
RAD_logarithm_glcm_Idn,0.9790948680278968,0.9757393783805337,0.9793637326307791,0.9757393783805337,0.006210517698831156,0.00826906526859967,-0.003355489647363097,-0.003427134342741522,0.4588646768827205
RAD_logarithm_glcm_DifferenceEntropy,1.2561616227417374,1.380949917954183,1.2803055054028132,1.380949917954183,0.23038202791276638,0.30894609743904833,0.12478829521244572,0.09934095497213552,0.4579216319356275
RAD_wavelet-L_glcm_DifferenceVariance,0.3020156534750726,0.36754250596680255,0.2878699055450311,0.36754250596680255,0.08759319990827108,0.1829414642961141,0.06552685249172996,0.2169650867962108,0.45687919340316624
RAD_wavelet-H_firstorder_Mean,-0.0008012074075384007,-0.04210134331746965,0.00668988878339265,-0.04210134331746965,0.1153770730176785,0.0551878556319592,-0.04130013590993124,-51.54736509748916,0.45667486212637437
RAD_glcm_Idn,0.9843883521705197,0.9817740551038971,0.9850551416851071,0.9817740551038971,0.004754603624591099,0.0067711525985883715,-0.0026142970666225285,-0.0026557578221974875,0.44685651831127765
RAD_squareroot_glcm_DifferenceEntropy,1.1664512496075405,1.2852432074251952,1.1858456476512695,1.2852432074251952,0.18843282570418024,0.33450138467786955,0.11879195781765461,0.10184048227256717,0.4375786117277663
RAD_wavelet-H_glcm_ClusterProminence,0.7397583320571067,0.7800549619514853,0.7441026663317516,0.7800549619514853,0.06757090514753128,0.1125972363390649,0.040296629894378544,0.0544726948554606,0.4339754477193869
RAD_squareroot_firstorder_10Percentile,-184.5225267194333,-166.34903269516445,-194.2938342670564,-166.34903269516445,52.66587502095602,27.35844017955039,18.173494024268848,0.09848929747147793,0.4330596701783802
RAD_wavelet-H_glcm_Contrast,0.25965685410314054,0.2209500263764989,0.25569252941420795,0.2209500263764989,0.06090047201845571,0.11120673419679687,-0.038706827726641635,-0.14906915454024428,0.43173395820328087
RAD_wavelet-H_glcm_DifferenceAverage,0.25962228173661916,0.2209500263764989,0.25569252941420795,0.2209500263764989,0.060926665146716456,0.11120673419679687,-0.038672255360120256,-0.14895584110325624,0.4313055350428339
RAD_wavelet-H_glcm_Idm,0.8701923163683425,0.8895249868117505,0.872153735292896,0.8895249868117505,0.030466138984644415,0.05560336709839843,0.01933267044340803,0.022216549235770402,0.43121924745583257
RAD_wavelet-H_glcm_Id,0.8701933065301573,0.8895249868117505,0.872153735292896,0.8895249868117505,0.03046703969016139,0.05560336709839843,0.019331680281593266,0.022215386092149597,0.43119421821268017
RAD_wavelet-H_glcm_InverseVariance,0.25960444717399084,0.2209500263764989,0.25569252941420795,0.2209500263764989,0.060942181064582,0.11120673419679687,-0.03865442079749193,-0.1488973752313858,0.4310812819296336
RAD_squareroot_glcm_DifferenceAverage,0.4063338099797566,0.47537675088774634,0.4068946542355288,0.47537675088774634,0.10302548074876938,0.20254235760385797,0.06904294090798974,0.16991680041204976,0.4296858167629334
RAD_exponential_firstorder_Mean,6.026766528224664,7.93979893953222,4.540861650134824,7.93979893953222,5.9478878607074845,2.365637483407169,1.9130324113075554,0.3174226846712353,0.42265421797298797
RAD_square_glcm_Id,0.9303331227365995,0.9402827862506267,0.9351574537680571,0.9402827862506267,0.027247658783656203,0.019757024192478604,0.009949663514027152,0.010694732101648148,0.41807247946090065
RAD_wavelet-H_glcm_Idn,0.9140517696739019,0.9263499912078337,0.9159939487987294,0.9263499912078337,0.020970040018454632,0.03706891139893231,0.012298221533931786,0.01345462252862751,0.4083729916896979
RAD_exponential_glcm_Imc1,-0.7367145816357169,-0.7915870271671624,-0.7808455057465563,-0.7915870271671624,0.18989964968168555,0.007687915690319101,-0.054872445531445546,-0.07448263804167521,0.4083095573109707
RAD_wavelet-L_glcm_JointAverage,13.655806027522775,12.916990697363136,14.124705322328836,12.916990697363136,2.6229886714335953,0.003343400755643631,-0.738815330159639,-0.05410265264936932,0.3983401920801011
RAD_wavelet-L_glcm_SumAverage,27.31161205504555,25.833981394726273,28.249410644657676,25.833981394726273,5.2459773428671905,0.006686801511279725,-1.477630660319278,-0.05410265264956742,0.3983401920801011
